Test Accuracy: 0.2912
Total samples: 4502
Correct predictions: 1311

Model Configuration:
  Embedding size: 128
  Hidden size: 256
  Encoder layers: 3
  Decoder layers: 3
  Cell type: lstm
  Beam size: 5

source,prediction,target,correct
bouni,बूनी,बौनी,False
byaawa,ब्यावा,ब्यावर,False
byavar,ब्यावर,ब्यावर,True
brajesh,ब्रजजेश,ब्रजेश,False
brijesh,ब्रिजेश,ब्रजेश,False
brahmalin,ब्रहहमलिन,ब्रह्मलीन,False
brahmleen,ब्रहहमलीन,ब्रह्मलीन,False
brahmlin,ब्रहहमलिन,ब्रह्मलीन,False
bravo,ब्रवो,ब्रावो,False
brigatn,ब्रिगतन,ब्रिगटन,False
brighton,ब्रिघटों,ब्रिगटन,False
brigton,ब्रिगतों,ब्रिगटन,False
brigadier,ब्रिगादीर,ब्रिगेडियर,False
britain,ब्रिताइं,ब्रिटेन,False
breed,ब्रीड,ब्रीद,False
brock,ब्रोक,ब्रोक,True
brok,ब्रोक,ब्रोक,True
broke,ब्रोक,ब्रोक,True
brocken,ब्रोकें,ब्रोकन,False
broken,ब्रोकें,ब्रोकन,False
blosam,ब्लोसम,ब्लॉसम,False
blossom,ब्लोसोम,ब्लॉसम,False
bhagaane,भगाने,भगाने,True
bhagane,भगाने,भगाने,True
bhadakaaya,भड़काया,भड़काया,True
bhadakaya,भड़काया,भड़काया,True
bhadkaayaa,भड़काया,भड़काया,True
bhadkaya,भड़काया,भड़काया,True
bharakaaya,भरकाया,भड़काया,False
bharakaya,भरकाया,भड़काया,False
bhabhoot,भभूत,भभूत,True
bhabhut,भभूत,भभूत,True
bhay,भाय,भय,False
bhaya,भाया,भय,False
bhayo,भायो,भयो,False
bharatanatyam,भरततनत्यम,भरतनाट्यम्,False
bharatnatyam,भरततनत्यम,भरतनाट्यम्,False
bhartnatyam,भर्तनत्यम,भरतनाट्यम्,False
bharate,भरते,भरते,True
bharte,भर्ते,भरते,False
bharani,भरानी,भरनी,False
bharni,भर्नी,भरनी,False
bharane,भराने,भरने,False
bharne,भरने,भरने,True
bhara,भरा,भरा,True
bhavishya,भविश््य,भविष्य,False
bhaate,भाते,भाते,True
bhate,भते,भाते,False
bhanu,भानु,भानू,False
bhabar,भबार,भाबर,False
bhareeye,भरीय,भारीय,False
bhariy,भरीय,भारीय,False
bhavanaon,भवानाओं,भावनाओं,False
bhavnaon,भवनाओं,भावनाओं,False
bhaskar,भसकार,भास्कर,False
bheed,भीद,भीड़,False
bheera,भीरा,भीरा,True
bhira,भिरा,भीरा,False
bheesham,भीशम,भीष्म,False
bhisham,भिषाम,भीष्म,False
bhishm,भिष्म,भीष्म,False
bhugat,भूगत,भुगत,False
bhugata,भूगता,भुगता,False
bhugta,भूगता,भुगता,False
bhutto,भूट्ट,भुट्टो,False
bhumi,भूमी,भुमि,False
bhurbhura,भूरभूर,भुरभुरा,False
bhookh,भूख,भूख,True
bhukh,भुख,भूख,False
bhookhi,भूखी,भूखी,True
bhukhi,भुखी,भूखी,False
bhoogol,भूगोल,भूगोल,True
bhugol,भुगोल,भूगोल,False
bhootal,भूतल,भूतल,True
bhutal,भूतल,भूतल,True
bhoopsingh,भूपसिं,भूपसिंह,False
bhupsingh,भुपसिंघ,भूपसिंह,False
bhumi,भूमी,भूमी,True
bhumika,भूमिका,भूमी,False
bhulata,भुलता,भूलता,False
bhulataa,भुलता,भूलता,False
bhulta,भूलता,भूलता,True
bhula,भुला,भूला,False
bhulaa,भुला,भूला,False
bhooli,भूली,भूली,True
bhuli,भूली,भूली,True
bhulo,भूलो,भूलो,True
bhulon,भूलों,भूलों,True
bhusi,भूसी,भूसी,True
bhooswaami,भूसवामी,भूस्वामी,False
bhusvami,भुस्वमी,भूस्वामी,False
bhuswami,भुस्वमी,भूस्वामी,False
bhengapan,भेंगपन,भेंगापन,False
bhairavnath,भैरवनाथ,भैरवनाथ,True
bhairo,भैरो,भैरो,True
bhogatey,भोगते,भोगते,True
bhogte,भोगते,भोगते,True
bhola,भोला,भोला,True
bholi,भोली,भोली,True
bholu,भोलू,भोलू,True
bhaunho,भौनहो,भौंहों,False
bhaunhon,भौनहों,भौंहों,False
bhoonhon,भूनों,भौंहों,False
bhraant,भ्रांत,भ्रांत,True
bhrant,भ्रंत,भ्रांत,False
brant,ब्रंत,भ्रांत,False
bhraanti,भ्रांती,भ्रांति,False
bhranti,भ्रंती,भ्रांति,False
branti,ब्रंती,भ्रांति,False
bhraantiyan,भ्रांतियां,भ्रांतियां,True
bhrantiyan,भ्रंतियां,भ्रांतियां,False
bhraantiyon,भ्रांतियों,भ्रांतियों,True
bhrantiyon,भ्रंतियों,भ्रांतियों,False
mangesh,मंगेश,मंगेश,True
manch,मंच,मंच,True
manchit,मंचित,मंचित,True
mancheeye,मंचीय,मंचीय,True
manchiy,मंचीय,मंचीय,True
manchiya,मंचिया,मंचीय,False
manchon,मंचों,मंचों,True
manjil,मंजील,मंजिल,False
manzil,मंजिल,मंजिल,True
manjila,मंजीला,मंजिला,False
manzila,मंजीला,मंजिला,False
manjilein,मंजिललें,मंजिलें,False
manjilen,मंजिलें,मंजिलें,True
manzilein,मंजिललें,मंजिलें,False
manto,मंतो,मंटो,False
mantriyon,मंत्रियों,मंत्रियों,True
makrani,मक्रानी,मकरानी,False
maksad,मकसाद,मक्सद,False
makhdumpur,मखदुमपुर,मखदुमपुर,True
machaaye,मचाए,मचाए,True
machae,मचाई,मचाए,False
machaye,मचाए,मचाए,True
machaanon,मचानों,मचानों,True
machanno,मचननों,मचानों,False
machano,मचानो,मचानों,False
machanon,मचननों,मचानों,False
madaura,मदौरा,मढ़ौरा,False
madhuara,मधुरा,मढ़ौरा,False
madhura,मधुरा,मढ़ौरा,False
manipal,मनिपपल,मणिपाल,False
matpatron,मत्पत्रों,मतपत्रों,False
matthe,मत्ठे,मत्थे,False
matsyavatar,मत्स्यवातर,मत्स्यावतार,False
matsyavtar,मत्स्यवतार,मत्स्यावतार,False
masyendranath,मस्यंद्रना,मत्स्येंद्रनाथ,False
matsyendranath,मत्सिंद्नाथ,मत्स्येंद्रनाथ,False
madhupur,मधुपुर,मधुपुर,True
manmarji,मंमर्जी,मनमर्जी,False
manae,मनाए,मनाए,True
manaye,मनाय,मनाए,False
mnaey,मनाए,मनाए,True
mam,मम,मम,True
mum,ममम,मम,False
maryokar,मर्योकर,मयोर्का,False
mayorka,मयोरका,मयोर्का,False
mayorkaa,मयोर्का,मयोर्का,True
mardaani,मरदानी,मरदानी,True
mardani,मरदानी,मरदानी,True
marmar,मरमर,मरमर,True
murmur,मूरमर,मरमर,False
maratha,मराथा,मराठा,False
marathi,मराथी,मराठी,False
marji,मर्जी,मर्जी,True
mardanagi,मर्दनागी,मर्दानगी,False
mardangi,मरदांगी,मर्दानगी,False
mardo,मर्ड,मर्दों,False
mardon,मर्डों,मर्दों,False
